location,osm_id,name,lat,lon,label,distance_m,lot_area_sqft,highway_type,lanes,dist_bus_stop_m,dist_hospital_m,dist_school_m,dist_park_m,res_ratio,com_ratio,median_income,assess_per_sqft,year_built,pedestrian_rank,pedestrian_category,dist_subway_m,shops_within_100m,population_density,shop_mix_entropy
west_side,11717498042,Pottery Studio 1,40.7993787,-73.9675062,services,1428.7,1960.0,residential,,57.3,44.7,331.4,127.5,0.872040946896993,0.127959053103007,37641.0,714.9489795918367,1920.0,3,medium,55.17,36,11169,1.5296656051617483
west_side,1834885369,CityMD,40.7995403,-73.9679922,services,1428.7,4876.0,residential,,19.8,0.0,307.0,156.5,0.0,1.0,135934.0,719.1140278917145,1930.0,3,medium,11.82,29,8533,1.5342121395731672
west_side,11416596732,Bubble Bliss Laundromat,40.799487,-73.967771,services,1428.7,2234.0,residential,,35.2,19.5,323.4,151.6,0.8,0.2,37641.0,438.9212175470009,1926.0,3,medium,29.85,41,11169,1.5273207662955348
west_side,2443892140,Verizon,40.7777082,-73.9826469,retail,1429.0,34300.0,primary,3.0,41.1,123.3,171.6,45.6,0.8314359990978265,0.1685640009021735,186116.0,1745.0553935860055,1971.0,3,medium,100.71,24,5084,1.5650744402205246
west_side,9791953055,HomeGoods,40.7946182,-73.9659922,retail,1430.6,35100.0,primary,3.0,61.4,269.8,12.5,223.5,0.549605940151085,0.450394059848915,146976.0,1277.3589743589744,2007.0,3,medium,263.78,13,5055,1.4854752972273344
west_side,5857725252,Gourmet Square Mini Market & Deli,40.7767658,-73.9827194,retail,1440.2,17514.0,primary,3.0,14.3,28.5,197.7,31.0,0.9545164953879394,0.0454835046120606,170804.0,2341.7957633892884,1977.0,3,medium,197.59,18,5377,1.5830827666506655
west_side,6389152914,European Wax Center,40.7950069,-73.9657092,services,1444.4,16782.0,primary,3.0,28.7,272.9,29.7,233.3,0.6105013098468559,0.3894986901531441,146976.0,1396.8180193063995,2007.0,3,medium,290.78,11,5055,1.519046164319838
west_side,11541135469,Five Below,40.7947912,-73.965872,retail,1444.4,16782.0,primary,3.0,43.0,269.7,34.3,226.1,0.6105013098468559,0.3894986901531441,146976.0,1396.8180193063995,2007.0,3,medium,275.26,12,5055,1.5644050517413437
west_side,6389147188,Chipotle,40.7949272,-73.9657711,food_drink,1444.4,16782.0,primary,3.0,31.9,271.3,39.7,230.1,0.6105013098468559,0.3894986901531441,146976.0,1396.8180193063995,2007.0,3,medium,284.89,12,5055,1.5394910703001343
west_side,12042549286,Bonnie's Nail & Spa,40.778095,-73.9799763,services,1447.4,2248.0,secondary,,77.0,266.0,304.9,180.2,0.6972934472934473,0.3027065527065527,154237.0,780.0934163701068,1920.0,2,high,170.75,29,10352,1.511515118884168
west_side,12042549284,Satori Laser,40.7780421,-73.9798508,services,1447.4,2248.0,secondary,,65.0,270.8,295.1,192.1,0.0,1.0,154237.0,583.1183274021353,1984.0,2,high,182.41,28,10352,1.507118386342173
west_side,12042549285,Ripley-Grier Studios,40.7780282,-73.9798176,services,1447.4,2248.0,secondary,,61.8,272.2,292.3,195.3,0.0,1.0,154237.0,583.1183274021353,1984.0,2,high,185.5,32,10352,1.507118386342173
west_side,2745359371,Juice Generation,40.7778296,-73.9793656,food_drink,1447.4,4896.0,secondary,,18.5,293.2,253.6,238.8,0.0,1.0,154237.0,481.8933823529412,1922.0,2,high,228.18,48,10352,1.499067088752056
west_side,11162304268,Malachy's Irish Bar,40.7776963,-73.9790334,food_drink,1447.4,1839.0,secondary,,15.8,312.2,226.3,270.1,0.852760736196319,0.147239263803681,154237.0,869.9021207177814,1933.0,2,high,259.37,53,10352,1.4988437880176275
west_side,12042390266,Dashing Diva,40.7777307,-73.9791192,services,1447.4,6028.0,secondary,,9.0,307.1,233.3,262.0,0.8668783526977941,0.1331216473022058,154237.0,1093.1987392169874,1913.0,2,high,251.31,52,10352,1.4988437880176275
west_side,12042390267,Playa Bowls,40.7777651,-73.9792048,food_drink,1447.4,6028.0,secondary,,6.8,302.1,240.3,254.0,0.8668783526977941,0.1331216473022058,154237.0,1093.1987392169874,1913.0,2,high,243.27,51,10352,1.503529251901191
west_side,12042445169,Elysium Fitness,40.777851,-73.97931,services,1447.4,4896.0,secondary,,17.9,298.4,248.9,241.2,0.0,1.0,154237.0,481.8933823529412,1922.0,2,high,231.96,48,10352,1.4891966083987491
west_side,12042549280,Legend 72,40.7779752,-73.9796919,food_drink,1447.4,2043.0,secondary,,49.8,277.6,281.4,207.2,0.5380393844829442,0.4619606155170558,154237.0,946.9162995594712,1921.0,2,high,197.25,32,10352,1.5063225765574295
west_side,12042549289,Consignment on 72nd,40.7780659,-73.9799073,retail,1447.4,2248.0,secondary,,70.4,268.6,300.1,186.7,0.0,1.0,154237.0,652.7802491103203,1912.0,2,high,177.16,30,10352,1.5020147718052943
west_side,2745359372,The UPS Store,40.7778702,-73.9794429,services,1447.4,6130.0,secondary,,26.2,289.6,260.1,230.9,0.9520454362793688,0.0479545637206311,154237.0,1653.4013050570964,1926.0,2,high,220.63,41,10352,1.495420988745431
west_side,2745359370,LaVeli Salon,40.7778009,-73.979294,services,1447.4,4896.0,secondary,,12.3,297.1,247.6,245.6,0.0,1.0,154237.0,481.8933823529412,1922.0,2,high,234.89,50,10352,1.487338121423991
west_side,2089444275,Chase,40.7776752,-73.978887,services,1447.4,5108.0,secondary,,28.3,322.7,214.2,281.5,0.7429409870092689,0.2570590129907311,154237.0,1157.4197337509788,1910.0,2,high,271.81,55,10352,1.514742954061596
west_side,12042549276,Stationery & Toy World,40.7779479,-73.9796274,retail,1447.4,2043.0,secondary,,43.6,280.6,275.8,213.3,0.0,1.0,154237.0,797.136563876652,1919.0,2,high,203.3,33,10352,1.4991272846937416
west_side,12042549277,Lavar Hair Designs,40.7779888,-73.9795934,services,1447.4,2043.0,secondary,,44.5,285.4,273.2,212.9,0.0,1.0,154237.0,797.136563876652,1919.0,2,high,204.88,32,10352,1.506475939742889
west_side,2052328171,CityMD,40.7766092,-73.9824517,services,1447.7,17514.0,residential,,29.9,0.0,170.1,42.6,0.9545164953879394,0.0454835046120606,170804.0,2341.7957633892884,1977.0,3,medium,208.42,17,5377,1.5825242209184875
west_side,9641923314,Ben & Jerry's,40.799771,-73.9678778,food_drink,1451.3,7151.0,residential,,45.3,27.4,293.9,169.3,0.0,1.0,135934.0,984.8902251433366,1923.0,3,medium,22.99,33,8533,1.5245062721252325
west_side,11574563896,Bridge for Dance,40.7999491,-73.9676948,services,1451.3,3663.0,primary,3.0,65.1,51.9,280.3,164.1,0.0,1.0,135934.0,409.8280098280098,1920.0,2,high,47.97,33,8533,1.525619178245094
west_side,2761533855,Juanito's Barber Shop,40.7999038,-73.9678364,services,1451.3,3663.0,primary,3.0,59.7,42.5,285.8,172.2,0.0,1.0,135934.0,409.8280098280098,1920.0,3,medium,36.7,33,8533,1.525619178245094
west_side,9646862886,McDonald's,40.7999642,-73.9678175,food_drink,1451.3,3663.0,primary,3.0,60.8,49.4,282.3,173.9,0.0,1.0,135934.0,409.8280098280098,1920.0,2,high,43.26,33,8533,1.525619178245094
west_side,5857723285,Northwell Health-GoHealth Urgent Care,40.7764585,-73.9829223,services,1455.2,65127.0,residential,,50.0,0.0,185.0,69.0,0.8828884596437554,0.1171115403562446,170804.0,1581.0294655058578,1965.0,3,medium,235.53,11,5377,1.5774062828523454
west_side,2745018029,Vanguard Wine Bar,40.7764286,-73.9829972,food_drink,1455.2,65127.0,primary,3.0,55.2,7.1,187.8,75.2,0.8828884596437554,0.1171115403562446,170804.0,1581.0294655058578,1965.0,3,medium,240.88,12,5377,1.5774062828523454
west_side,1673710053,CVS Pharmacy,40.7781074,-73.9853594,services,1457.7,22375.0,secondary,4.0,70.2,275.2,65.1,108.2,0.8223884710792614,0.1776115289207386,186116.0,1959.4263240223463,2006.0,3,medium,289.44,2,5084,1.5262349099495225
west_side,2745018040,Morton Williams,40.7760315,-73.982458,retail,1466.2,65127.0,primary,3.0,72.2,61.5,124.9,106.7,0.8828884596437554,0.1171115403562446,170804.0,1581.0294655058578,1965.0,2,high,241.56,14,5377,1.5656509297873118
west_side,8674499404,Q Ten Nail & Spa,40.7763462,-73.9818446,services,1468.2,6850.0,residential,,22.2,58.9,118.6,90.5,0.8765584495741267,0.1234415504258733,170804.0,775.3795620437957,1896.0,3,medium,233.53,13,5377,1.5695415243996167
west_side,5939562688,Westside Restaurant,40.7763049,-73.9818443,food_drink,1468.2,6850.0,residential,,26.6,61.3,114.5,94.2,0.8765584495741267,0.1234415504258733,170804.0,775.3795620437957,1896.0,3,medium,238.12,12,5377,1.5711664804366632
west_side,13696452302,Thai 72,40.7776928,-73.979973,food_drink,1470.2,2464.0,secondary,,63.4,241.0,278.8,203.5,0.5999635335946759,0.4000364664053241,154237.0,996.0633116883116,1935.0,2,high,186.36,31,10352,1.4775874855050444
west_side,13696452301,CoCo Fresh Tea & Juice,40.7776367,-73.9798206,food_drink,1470.2,7662.0,secondary,,51.1,249.3,278.4,215.1,0.902396173930018,0.0976038260699819,154237.0,354.15035238841034,1916.0,2,high,200.62,29,10352,1.49959917713182
west_side,2550112963,Madison Reed,40.7772818,-73.9791591,services,1470.2,5109.0,primary,3.0,15.2,287.2,244.7,268.9,0.7572990031139627,0.2427009968860373,154237.0,1764.2395772166765,1893.0,3,medium,268.3,52,10352,1.5043938417905052
west_side,3248774691,Malin+Goetz,40.7773452,-73.9790946,retail,1470.2,5109.0,secondary,,22.3,294.3,237.7,274.1,0.7572990031139627,0.2427009968860373,154237.0,1764.2395772166765,1893.0,2,high,269.8,53,10352,1.5036186900343924
west_side,13696414198,,40.7776919,-73.9800688,services,1470.2,2043.0,secondary,,71.4,234.0,275.7,195.5,0.8335227272727272,0.1664772727272727,154237.0,963.8766519823788,1884.0,2,high,179.23,31,10352,1.4815677795996742
west_side,12542897431,Skin Laundry,40.7772189,-73.9791775,services,1470.2,5109.0,primary,3.0,8.8,283.9,248.1,267.6,0.7572990031139627,0.2427009968860373,154237.0,1764.2395772166765,1893.0,3,medium,270.4,49,10352,1.4994227679976009
west_side,2550112959,Anne & Valentin,40.7771775,-73.9792386,services,1470.2,1904.0,primary,3.0,9.4,277.8,254.4,262.8,0.4098578450910057,0.5901421549089942,154237.0,1376.9432773109245,1884.0,3,medium,268.36,49,10352,1.5047397312193913
west_side,13696414199,La Carida 72,40.7777245,-73.9800442,food_drink,1470.2,2043.0,secondary,,69.4,237.6,279.9,198.2,0.8335227272727272,0.1664772727272727,154237.0,963.8766519823788,1884.0,2,high,179.42,31,10352,1.4775874855050444
west_side,3248774692,Ricky's NYC,40.7774249,-73.9792896,retail,1470.2,4876.0,secondary,,31.7,281.3,251.8,257.8,0.8531436202999795,0.1468563797000205,154237.0,1427.89109926169,1907.0,2,high,251.15,53,10352,1.4999270680710128
west_side,5939562687,Noi Due Cafe,40.7761994,-73.9815882,food_drink,1470.3,5020.0,residential,,46.9,85.8,95.6,116.8,0.833469387755102,0.1665306122448979,170804.0,557.6593625498008,1895.0,3,medium,251.54,7,5377,1.5683752106817337
west_side,2761520418,Zurna,40.7997453,-73.9685447,food_drink,1472.4,3535.0,residential,,16.2,51.8,261.1,147.0,0.8857142857142857,0.1142857142857142,135934.0,701.1598302687412,1910.0,3,medium,36.53,28,8533,1.5532263101767445
west_side,2761520416,Boost Mobile,40.7997993,-73.9685186,retail,1472.4,3535.0,residential,,22.1,52.8,257.4,153.3,0.8857142857142857,0.1142857142857142,135934.0,701.1598302687412,1910.0,3,medium,42.07,27,8533,1.5532263101767445
west_side,2761520417,Perfect Brows NYC,40.7997006,-73.9685669,services,1472.4,3535.0,primary,4.0,11.8,51.6,264.2,141.7,0.8857142857142857,0.1142857142857142,135934.0,701.1598302687412,1910.0,3,medium,31.34,28,8533,1.549377562838624
west_side,12041185780,Parkway Cleaners,40.7773907,-73.9783314,services,1472.4,5108.0,secondary,4.0,72.9,357.7,174.4,338.0,0.9805295950155763,0.0194704049844236,154237.0,1410.610806577917,1930.0,2,high,220.02,43,10352,1.506263186166123
west_side,12041185779,Barber Shop 72,40.7773701,-73.9782872,services,1472.4,5108.0,secondary,4.0,75.6,360.7,171.6,342.1,0.9805295950155763,0.0194704049844236,154237.0,1410.610806577917,1930.0,2,high,215.67,41,10352,1.506263186166123
west_side,2550112949,72nd Eatery,40.7775475,-73.9784645,food_drink,1472.4,5108.0,primary,3.0,66.0,351.6,181.0,318.9,0.722488354422016,0.2775116455779841,154237.0,1279.610415035239,1889.0,3,medium,239.58,48,10352,1.5261760038664247
west_side,12086388351,J&E Hair Salon,40.7776348,-73.978403,services,1472.4,5108.0,primary,3.0,69.3,359.5,174.3,318.0,0.722488354422016,0.2775116455779841,154237.0,1279.610415035239,1889.0,3,medium,241.87,47,10352,1.5274585597342942
west_side,2745321892,Dakota Bar,40.7774878,-73.9785066,food_drink,1472.4,5108.0,secondary,4.0,64.8,346.3,185.9,319.7,0.722488354422016,0.2775116455779841,154237.0,1279.610415035239,1889.0,3,medium,238.3,47,10352,1.5123915682018296
west_side,11401999646,Americano Deli,40.7996528,-73.9685906,retail,1472.4,3535.0,primary,4.0,8.2,51.9,267.6,136.1,0.8857142857142857,0.1142857142857142,135934.0,701.1598302687412,1910.0,3,medium,25.85,27,8533,1.5540065229589513
west_side,6356425186,Tap NYC,40.7776871,-73.9783679,food_drink,1472.4,5108.0,primary,3.0,71.8,364.2,170.6,317.6,0.722488354422016,0.2775116455779841,154237.0,1279.610415035239,1889.0,3,medium,243.58,45,10352,1.538351311193876
west_side,2535746161,Amsterdam Deli & Grocery,40.7986993,-73.9672434,retail,1474.0,7600.0,living_street,,65.8,92.9,397.0,118.4,0.9287850733513744,0.0712149266486255,37641.0,398.4868421052632,1900.0,3,medium,103.1,18,11169,1.553445996889918
west_side,12004705941,Tablet Health,40.7987676,-73.9671916,services,1474.0,7600.0,primary,3.0,73.6,93.5,388.6,111.1,0.9287850733513744,0.0712149266486255,37641.0,398.4868421052632,1900.0,2,high,103.77,21,11169,1.552027199710766
west_side,2535746178,Arco Cafe,40.7987331,-73.9672189,food_drink,1474.0,7600.0,living_street,,69.6,93.0,392.9,114.8,0.9287850733513744,0.0712149266486255,37641.0,398.4868421052632,1900.0,3,medium,103.25,19,11169,1.552027199710766
west_side,2535746193,New Kam Lai,40.7988031,-73.9671681,food_drink,1474.0,7600.0,primary,3.0,77.8,93.9,384.3,107.6,0.9287850733513744,0.0712149266486255,37641.0,398.4868421052632,1900.0,2,high,104.14,21,11169,1.5375629253896848
west_side,1913191317,Bosino,40.7987385,-73.9673316,food_drink,1474.0,7600.0,living_street,,70.3,84.3,394.7,123.1,0.9287850733513744,0.0712149266486255,37641.0,398.4868421052632,1900.0,3,medium,94.5,19,11169,1.542412173324
west_side,5939562686,Noi Due Carne,40.7761691,-73.9815274,food_drink,1485.6,1707.0,residential,,52.7,91.9,90.9,122.7,0.8111038820212535,0.1888961179787464,170804.0,690.158172231986,1886.0,3,medium,255.55,7,5377,1.5650744402205246
west_side,8674499407,T-Mobile,40.7760392,-73.981848,retail,1485.6,13704.0,residential,,55.7,81.2,89.0,119.2,0.9522278651156024,0.0477721348843976,170804.0,1699.978108581436,1905.0,2,high,247.34,8,5377,1.5830785632870383
west_side,2761533833,Café du Soleil,40.8000965,-73.9683967,food_drink,1486.8,13408.0,primary,4.0,56.1,70.6,237.7,187.1,0.941534763948498,0.0584652360515021,135934.0,825.2237470167064,1926.0,3,medium,58.87,31,8533,1.5529071483993644
west_side,2761533861,Friendly Valet Cleaners,40.8001494,-73.9683781,services,1486.8,13408.0,primary,4.0,53.6,75.1,234.4,193.0,0.941534763948498,0.0584652360515021,135934.0,825.2237470167064,1926.0,2,high,63.5,32,8533,1.5454884769138146
west_side,2761533874,Lady-Q,40.8002103,-73.9683576,services,1486.8,13408.0,primary,4.0,47.6,80.6,230.6,188.4,0.941534763948498,0.0584652360515021,135934.0,825.2237470167064,1926.0,2,high,69.13,32,8533,1.5429928420197576
west_side,2761533868,AT&T,40.8001802,-73.9683663,retail,1486.8,13408.0,primary,4.0,50.5,77.8,232.5,191.8,0.941534763948498,0.0584652360515021,135934.0,825.2237470167064,1926.0,2,high,66.27,32,8533,1.5429928420197576
