location,osm_id,name,lat,lon,label,distance_m,lot_area_sqft,highway_type,lanes,dist_bus_stop_m,dist_hospital_m,dist_school_m,dist_park_m,res_ratio,com_ratio,median_income
times_square,796338420,,40.7589488,-73.9853854,retail,24.6,1900.0,secondary,1.0,86.2,428.4,329.1,29.1,0.0,1.0,
times_square,258619240,TKTS,40.7591532,-73.9849271,retail,31.7,3324.0,residential,2.0,41.7,420.4,345.6,41.6,0.0,1.0,
times_square,2613887631,American Eagle Outfitters,40.7588653,-73.9854906,retail,33.1,4350.0,secondary,1.0,98.9,428.0,322.1,31.3,0.0,1.0,
times_square,3595084281,Grand Slam New York,40.7591248,-73.9853772,retail,34.2,5200.0,secondary,1.0,76.0,442.3,332.8,45.0,0.0,1.0,
times_square,1740694091,McDonald's,40.7587753,-73.98472,food_drink,34.9,3234.0,secondary,3.0,70.4,376.7,302.4,35.9,0.0,1.0,
times_square,9472159125,Aerie,40.7588805,-73.9855136,retail,34.9,4350.0,secondary,1.0,99.4,430.6,324.3,33.8,0.0,1.0,
times_square,2689589692,Express,40.7586261,-73.9848141,retail,38.8,3234.0,secondary,1.0,88.4,369.3,286.4,31.7,0.0,1.0,
times_square,368051619,Palace Theater,40.7589003,-73.9846166,leisure_entertainment,40.7,3324.0,secondary,3.0,55.3,382.2,316.0,47.3,0.0,1.0,
times_square,9674241492,Pelé Soccer,40.7587927,-73.9846231,retail,41.9,3234.0,secondary,3.0,67.2,373.1,304.0,44.2,0.0,1.0,
times_square,2689589690,Blue Fin,40.7592453,-73.9853339,food_drink,43.2,1503.0,residential,1.0,68.3,450.0,326.9,38.9,0.0,1.0,
times_square,10791218142,T-Mobile,40.7586585,-73.9856026,retail,50.1,4350.0,secondary,1.0,120.8,419.2,302.6,40.1,0.0,1.0,
times_square,1273406878,Tempo by Hilton New York Times Square,40.7590118,-73.9844836,hospitality,53.4,21758.0,residential,1.0,42.9,385.6,328.4,62.5,0.0,0.1339643371252371,
times_square,13270526606,Dos Caminos,40.7593685,-73.9853155,food_drink,55.2,1503.0,residential,1.0,64.7,459.5,319.6,28.3,0.0,1.0,
times_square,12917522702,,40.7584069,-73.9849369,retail,56.5,2090.0,secondary,1.0,114.6,359.0,263.2,43.0,0.0,1.0,
times_square,11904533394,Sephora,40.7585627,-73.9856354,retail,58.7,4350.0,secondary,1.0,130.2,414.4,293.3,46.7,0.0,1.0,
times_square,2774949518,Disney Store,40.7582885,-73.9849989,retail,68.5,2090.0,secondary,5.0,128.7,353.9,250.9,53.8,0.0,1.0,
times_square,11904533393,Invicta,40.7584618,-73.9856847,retail,69.3,74287.0,secondary,1.0,141.2,410.5,284.0,56.2,0.0,0.0527141542635053,
times_square,6418252593,Olive Garden,40.7594748,-73.9847715,food_drink,69.6,13899.0,residential,2.0,20.9,441.8,350.9,23.3,0.0,0.1189765607274377,
times_square,258619232,W Times Square Hotel,40.7593907,-73.9856571,hospitality,72.0,11293.0,residential,1.0,93.4,480.0,295.6,53.7,0.0,0.040357496826694,
times_square,266149327,Lunt-Fontanne Theatre,40.7591832,-73.9858937,leisure_entertainment,73.9,13957.0,secondary,1.0,115.8,477.0,296.9,78.6,0.0,1.0,
times_square,12244426994,Revel & Rye,40.7585073,-73.9858673,food_drink,78.0,74287.0,secondary,1.0,148.6,425.7,294.3,66.9,0.0,0.0527141542635053,
times_square,6596037385,Hershey's Chocolate World,40.7592676,-73.984303,food_drink,78.6,16066.0,residential,1.0,25.0,401.3,357.3,68.1,0.0,0.208179222633184,
times_square,11904533392,Levi's,40.7583484,-73.9857286,retail,81.0,74287.0,secondary,1.0,153.1,405.7,273.5,67.1,0.0,0.0527141542635053,
times_square,5985838985,Starbucks,40.7596521,-73.9852254,food_drink,84.3,11293.0,living_street,1.0,63.9,479.9,308.0,21.6,0.0,0.040357496826694,
times_square,6308385086,Lids,40.7595892,-73.9846122,retail,87.0,13899.0,secondary,3.0,22.3,445.4,356.2,37.1,0.0,0.1189765607274377,
times_square,266149308,Cambria Hotel,40.7594728,-73.9858534,hospitality,89.9,3300.0,residential,1.0,110.3,486.9,277.1,68.5,0.0,1.0,
times_square,11904533390,U.S. Polo Assn.,40.7580901,-73.9851597,retail,90.2,38700.0,secondary,5.0,153.9,350.2,231.8,74.4,0.0,1.0,
times_square,12175585351,Marquis Theatre,40.7589043,-73.9861848,leisure_entertainment,91.4,74287.0,secondary,1.0,148.3,465.8,304.9,89.0,0.0,0.0527141542635053,
times_square,11904533391,Swatch,40.7582271,-73.9857669,retail,93.6,74287.0,secondary,1.0,165.5,400.4,262.3,79.0,0.0,0.0527141542635053,
times_square,5083429924,Big bus welcome center,40.7596799,-73.9845482,retail,98.4,13899.0,secondary,3.0,31.7,451.3,356.3,44.6,0.0,0.1189765607274377,
times_square,10861612276,Top Quality Setting,40.7584383,-73.9840932,retail,99.1,5025.0,secondary,1.0,113.0,314.6,267.2,95.6,0.0,1.0,
times_square,2689589693,Havana Central,40.7583345,-73.9841851,food_drink,99.5,5025.0,secondary,1.0,121.8,310.2,254.8,93.7,0.0,1.0,
times_square,12237980160,Anita Gelato,40.7583401,-73.9860225,food_drink,99.6,74287.0,secondary,1.0,170.8,425.3,282.7,87.3,0.0,0.0527141542635053,
times_square,2639531871,Renaissance New York Times Square Hotel,40.7597371,-73.9845837,hospitality,102.7,13899.0,residential,3.0,38.2,458.3,350.8,37.7,0.0,0.1189765607274377,
times_square,163474780,New York Marriott Marquis,40.7585993,-73.9862598,hospitality,103.2,74287.0,secondary,1.0,169.2,454.9,317.4,95.5,0.0,0.0527141542635053,
times_square,4755575515,Sunglass Hut,40.7579715,-73.9852247,health,103.8,38700.0,secondary,1.0,168.2,346.7,220.3,87.9,0.0,1.0,
times_square,5884955676,LOL Times Square Comedy Club,40.7595077,-73.9841594,leisure_entertainment,104.1,1975.0,secondary,3.0,35.0,418.8,384.8,74.4,0.0,1.0,
times_square,2676979135,Bond 45,40.7592344,-73.9863162,food_drink,109.0,5020.0,secondary,1.0,150.0,462.7,269.1,111.8,,,
times_square,2722857800,Friedman's,40.75965,-73.985965,food_drink,110.7,3300.0,residential,1.0,122.7,466.0,257.3,79.1,0.0,1.0,
times_square,4385240481,The View Restaurant & Lounge,40.758744,-73.986415,food_drink,112.1,74287.0,secondary,1.0,159.9,443.9,308.8,106.9,0.0,0.0527141542635053,
times_square,13730649404,,40.7581141,-73.9841954,finance,115.9,3013.0,secondary,1.0,145.4,292.2,230.3,107.5,0.0,1.0,
times_square,12917522703,Le Marais,40.7580768,-73.9842248,food_drink,117.5,3013.0,secondary,1.0,149.0,290.8,225.9,108.6,0.0,1.0,
times_square,13730649403,Val Pizza,40.7580884,-73.984193,food_drink,118.2,3013.0,secondary,1.0,148.3,289.9,227.5,109.6,0.0,1.0,
times_square,1317983503,SpringHill Suites,40.7593769,-73.9863656,hospitality,119.1,5020.0,secondary,1.0,149.9,463.0,254.3,112.6,,,
times_square,5884922536,Fossil,40.7599806,-73.9850423,retail,120.3,50657.0,living_street,1.0,77.3,499.1,304.4,15.5,0.0,1.0,
times_square,266170755,Lyceum Theatre,40.7578829,-73.984494,leisure_entertainment,124.1,10125.0,secondary,1.0,168.2,292.2,202.8,111.9,0.0,1.0,
times_square,12917522704,Abbondanza Cafe,40.7580366,-73.9841496,retail,125.0,1506.0,secondary,1.0,154.7,283.2,222.3,116.2,0.6,0.4,
times_square,266170542,Dervish,40.7585629,-73.9836775,food_drink,125.5,1883.0,residential,1.0,118.0,307.1,287.7,125.6,0.0,1.0,
times_square,12246616257,Starbucks,40.7585572,-73.9865632,food_drink,129.0,74287.0,secondary,1.0,158.9,429.0,320.7,121.5,0.0,0.0527141542635053,
times_square,7172247185,Mc Carthy's,40.7580118,-73.9841151,food_drink,129.0,1506.0,secondary,1.0,158.0,279.2,220.1,120.2,0.2,0.8,
times_square,2717293852,Rum House,40.7597407,-73.9861863,food_drink,130.8,29500.0,residential,1.0,143.3,446.0,236.5,99.5,,,
times_square,10960870136,McDonald's,40.7577347,-73.985331,food_drink,131.0,44475.0,secondary,1.0,196.0,339.8,197.9,115.0,0.0,1.0,
times_square,1752822408,Minskoff Theatre,40.758063,-73.9862053,leisure_entertainment,131.6,65764.0,secondary,1.0,203.5,421.8,263.3,118.1,0.0,1.0,
times_square,12917522705,Prime Catch,40.7580046,-73.984058,food_drink,132.7,1506.0,secondary,1.0,160.0,275.4,220.1,124.3,0.5708154506437768,0.4291845493562232,
times_square,143858914,The Hotel Edison NYC,40.7596402,-73.9863369,hospitality,132.8,29500.0,residential,1.0,153.2,446.0,234.6,109.9,,,
times_square,10828709898,LINE FRIENDS,40.7578595,-73.9859259,retail,135.0,65764.0,secondary,1.0,206.4,390.1,231.8,119.7,0.0,1.0,
times_square,13730649402,Walk-Ins,40.7580044,-73.9840133,personal_care,135.3,1506.0,secondary,1.0,161.0,272.8,220.8,127.1,0.6,0.4,
times_square,12917522706,Silky Kitchen,40.757981,-73.9840072,food_drink,137.5,1506.0,secondary,1.0,163.6,270.6,218.4,129.2,0.6,0.4,
times_square,12488728940,Popeyes,40.7576687,-73.9853889,food_drink,139.1,44475.0,secondary,1.0,204.6,340.3,192.7,123.0,0.0,1.0,
times_square,266149330,Richard Rodgers Theatre,40.7590388,-73.9867431,leisure_entertainment,139.2,11296.0,secondary,1.0,122.6,422.6,266.5,138.0,0.0,1.0,
times_square,12495990801,Motto by Hilton Times Square,40.75891,-73.9833914,hospitality,143.9,12050.0,residential,1.0,111.3,331.1,331.4,98.6,0.0,0.0763124283774301,
times_square,12715466601,MOTTO BY HILTON TIMES SQUARE,40.7589115,-73.9833905,hospitality,144.0,12050.0,residential,1.0,111.3,331.2,331.6,98.5,0.0,0.0763124283774301,
times_square,266170769,Hotel Riu Plaza Manhattan Times Square,40.7589411,-73.9833872,hospitality,144.3,12050.0,residential,1.0,110.0,334.2,334.8,95.3,0.0,0.0763124283774301,
times_square,2678783480,M&M'S World,40.7600914,-73.9844166,food_drink,144.4,12550.0,residential,3.0,65.2,486.5,348.8,38.6,0.8208491305028983,0.1791508694971016,
times_square,5528676228,Margon Restaurant,40.7579702,-73.9838946,food_drink,144.9,1506.0,secondary,1.0,160.3,263.4,219.3,137.2,0.0,1.0,
times_square,10793579016,NYC Mega Mart,40.7598702,-73.9839265,retail,146.3,3355.0,residential,1.0,74.4,447.0,396.0,80.1,0.0,1.0,
times_square,10960870137,I Love NY Gifts,40.7575871,-73.9854097,retail,148.3,44475.0,secondary,1.0,212.4,337.5,185.0,132.2,0.0,1.0,
times_square,763650163,Junior's,40.7582151,-73.9866267,food_drink,149.4,65764.0,secondary,1.0,171.6,421.7,297.3,138.6,0.0,1.0,
times_square,10559992345,Little Italy Pizza,40.7597577,-73.9837192,food_drink,150.4,839.0,residential,1.0,80.6,428.8,416.7,67.5,0.0,1.0,
times_square,5401978034,Times Square Gift Shop,40.7597315,-73.983665,retail,152.2,839.0,residential,1.0,83.2,424.5,414.9,62.8,0.0,1.0,
times_square,2717542944,7th Ave Smoke Shop,40.7599243,-73.983887,retail,153.0,3355.0,secondary,3.0,77.2,451.3,397.1,82.5,0.0,1.0,
times_square,266170759,Amor Loco,40.7578443,-73.9839258,food_drink,153.5,1506.0,secondary,1.0,155.6,254.7,205.1,144.6,0.5804195804195804,0.4195804195804196,
times_square,12488728935,Tissot,40.7577063,-73.9860384,retail,154.5,65764.0,secondary,4.0,192.0,390.7,222.4,139.2,0.0,1.0,
times_square,12750167119,TSQ Food Court,40.75971,-73.9836,retail,155.2,3420.0,residential,1.0,87.2,420.3,413.6,57.3,0.0,1.0,
times_square,10793579017,Sarah's Visions,40.7598021,-73.9836881,leisure_entertainment,155.6,839.0,residential,1.0,85.4,432.5,417.4,65.3,0.0,1.0,
times_square,10791218141,Krispy Kreme,40.7603024,-73.9849637,food_drink,156.4,35275.0,residential,2.0,84.1,483.6,297.7,34.3,0.0,0.3293236756802917,
times_square,12968777478,Duane Reade,40.7574988,-73.9848314,health,157.4,44475.0,secondary,1.0,212.2,290.2,162.0,142.7,0.0,1.0,
times_square,7747395789,Paramount Hotel,40.7592445,-73.9869234,hospitality,158.3,11296.0,secondary,1.0,103.3,413.8,239.1,159.1,0.0,1.0,
times_square,12917522000,Museum of Broadway,40.7575933,-73.9843375,leisure_entertainment,158.9,6886.0,secondary,1.0,176.1,261.6,171.4,146.5,0.0,1.0,
times_square,10793579018,Art Ink Tattoo,40.7598393,-73.9836621,personal_care,159.9,839.0,residential,1.0,89.5,435.6,418.1,63.9,0.0,1.0,
times_square,4483086991,Patzeria Perfect Pizza Pasta & Grill,40.7594345,-73.9868675,food_drink,160.3,7531.0,secondary,1.0,108.1,424.7,223.6,154.0,0.0,1.0,
times_square,266149297,Barrymore Theatre,40.760107,-73.9861446,leisure_entertainment,160.5,10050.0,residential,1.0,140.8,419.3,215.5,108.7,0.0,1.0,
times_square,2717543572,Platinum Dolls,40.7599891,-73.9838395,leisure_entertainment,161.0,2500.0,secondary,3.0,71.1,456.5,398.5,83.0,0.1909090909090909,0.8090909090909091,
times_square,6285668319,Sushi By Bou,40.7584918,-73.983254,food_drink,162.0,3766.0,residential,1.0,122.9,283.8,291.4,139.7,0.0,0.0615637860082304,
times_square,13124095520,I'm donut ?,40.757465,-73.9847632,food_drink,162.1,16820.0,secondary,1.0,207.6,283.3,157.5,147.5,0.0,0.0042056421284574,
times_square,4243439483,Haven Rooftop Bar,40.7583844,-73.9832932,food_drink,162.6,3766.0,residential,1.0,120.4,274.4,279.1,152.0,0.0,0.0615637860082304,
times_square,2717323719,Gong Cha,40.7602955,-73.9845027,food_drink,163.1,12550.0,living_street,1.0,51.6,506.9,335.1,42.4,0.8208491305028983,0.1791508694971016,
times_square,266170539,Broadway @ Times Square Hotel,40.7581269,-73.9834365,hospitality,164.4,3766.0,secondary,1.0,123.5,255.0,248.0,160.3,0.0,0.0825688073394495,
times_square,12488728936,Skechers,40.7576209,-73.9860917,retail,164.9,65764.0,residential,1.0,181.8,390.7,217.4,149.6,0.0,1.0,
times_square,12917522701,Starbucks,40.757443,-73.9846875,food_drink,165.7,16820.0,secondary,1.0,200.9,276.6,154.4,151.4,0.0,0.0042056421284574,
times_square,2722857832,Dilli Dilli,40.7598975,-73.9865625,food_drink,165.8,2510.0,residential,1.0,147.1,411.9,201.1,134.9,0.6376021798365122,0.3623978201634877,
times_square,4243439484,Sanctuary Hotel,40.7584738,-73.9832127,hospitality,165.9,3766.0,residential,1.0,118.9,280.6,290.8,141.0,0.0,0.0615637860082304,
times_square,10960870138,Old Navy,40.7574273,-73.9854727,retail,166.7,44475.0,residential,1.0,193.9,334.3,171.2,150.7,0.0,1.0,
times_square,266170765,The Muse New York,40.7577808,-73.9837782,hospitality,167.0,8033.0,secondary,1.0,141.3,241.1,201.9,158.5,0.0,0.0438715791136186,
times_square,10794176923,Lagos TSQ,40.7600479,-73.9837966,food_drink,168.4,2500.0,secondary,3.0,65.8,461.3,400.0,82.3,0.0,1.0,
times_square,12917521999,T45,40.7575283,-73.98419,food_drink,170.7,9510.0,secondary,1.0,162.2,247.3,166.0,158.8,,,
times_square,266170541,James Earl Jones Theatre,40.7591178,-73.9830767,leisure_entertainment,172.1,12050.0,residential,1.0,127.7,343.8,361.7,68.5,0.0,1.0,
times_square,266149329,Music Box Theatre,40.7588726,-73.9871509,leisure_entertainment,172.8,10050.0,secondary,1.0,98.3,385.2,268.1,169.3,0.0,1.0,
times_square,2722857817,Glass House Tavern,40.7599261,-73.9866455,food_drink,173.1,2510.0,residential,1.0,142.2,405.0,193.8,142.5,0.6560196560196561,0.343980343980344,
times_square,260180778,Hyatt Centric Times Square,40.7575691,-73.9840243,hospitality,173.5,9510.0,secondary,1.0,150.2,239.4,173.4,162.6,,,
times_square,266149345,Imperial Theatre,40.7591087,-73.9871438,leisure_entertainment,173.7,18036.0,secondary,1.0,88.0,391.8,244.2,172.7,0.0,1.0,
