osm_id,osm_type,lat,lon,distance_m,primary_tag,primary_value,name,brand,shop,amenity,office,craft,tourism,leisure,cuisine,opening_hours,phone,website,wheelchair,outdoor_seating,takeaway,delivery,level,addr_street,addr_housenumber,addr_postcode,label,amenity_label,highway_type,lanes,lot_area_sqft,dist_bus_stop_m,dist_hospital_m,dist_school_m,dist_park_m,com_ratio,res_ratio,median_income
796338420,way,40.7589488,-73.9853854,24.6,shop,newsagent,,,newsagent,,,,,,,,,,,,,,,,,,retail,retail,secondary,1.0,1900.0,86.2,428.4,329.1,29.1,1.0,0.0,
258619240,way,40.7591532,-73.9849271,31.7,shop,ticket,TKTS,TKTS,ticket,,,,,,,"Mo, We-Sa 15:00-20:00; Tu 14:00-20:00; Su 15:00-19:00",+1-212-912-9770,https://www.tdf.org/tkts,,,,,,West 47th Street,201,10036,retail,retail,residential,2.0,3324.0,41.7,420.4,345.6,41.6,1.0,0.0,
2613887631,node,40.7588653,-73.9854906,33.1,shop,clothes,American Eagle Outfitters,American Eagle Outfitters,clothes,,,,,,,Mo-Th 10:00-21:00; Fr 08:00-17:00; Su 11:00-20:00,+1-212-205-7260,https://storelocations.ae.com/us/ny/new-york/1551-1555-broadway.html,,,,,,Broadway,1551-1555,10036,retail,retail,secondary,1.0,4350.0,98.9,428.0,322.1,31.3,1.0,0.0,
3595084281,node,40.7591248,-73.9853772,34.2,shop,gift,Grand Slam New York,,gift,,,,,,,"Mo-Th 12:00-22:00; Fr,Sa 12:00-00:00; Su 12:00-24:00",+1-888-395-0515,https://www.grandslamnewyork.com/,,,,,,Broadway,1557,10036,retail,retail,secondary,1.0,5200.0,76.0,442.3,332.8,45.0,1.0,0.0,
1740694091,node,40.7587753,-73.98472,34.9,amenity,fast_food,McDonald's,McDonald's,,fast_food,,,,,burger,24/7,,http://www.mcnewyork.com/6971,,,yes,,,,,,food_drink,food_drink,secondary,3.0,3234.0,70.4,376.7,302.4,35.9,1.0,0.0,
9472159125,node,40.7588805,-73.9855136,34.9,shop,clothes,Aerie,Aerie,clothes,,,,,,,,,,,,,,,,,,retail,retail,secondary,1.0,4350.0,99.4,430.6,324.3,33.8,1.0,0.0,
2689589692,node,40.7586261,-73.9848141,38.8,shop,clothes,Express,Express,clothes,,,,,,,"Fr, Sa 09:00-02:00; Mo-Th, Su 09:00-01:00",+1 646-448-8376,https://stores.express.com/us/ny/new-york/1552-north-broadway,,,,,,North Broadway,1552,10036,retail,retail,secondary,1.0,3234.0,88.4,369.3,286.4,31.7,1.0,0.0,
368051619,node,40.7589003,-73.9846166,40.7,amenity,theatre,Palace Theater,,,theatre,,,,,,,,,,,,,,Broadway,1564,,leisure_entertainment,leisure_entertainment,secondary,3.0,3324.0,55.3,382.2,316.0,47.3,1.0,0.0,
9674241492,node,40.7587927,-73.9846231,41.9,shop,clothes,Pelé Soccer,,clothes,,,,,,,,,,,,,,0,,,,retail,retail,secondary,3.0,3234.0,67.2,373.1,304.0,44.2,1.0,0.0,
2689589690,node,40.7592453,-73.9853339,43.2,amenity,restaurant,Blue Fin,,,restaurant,,,,,seafood,,,https://www.bluefinnyc.com/,,,,,,Broadway,1567,10036,food_drink,food_drink,residential,1.0,1503.0,68.3,450.0,326.9,38.9,1.0,0.0,
10791218142,node,40.7586585,-73.9856026,50.1,shop,mobile_phone,T-Mobile,T-Mobile,mobile_phone,,,,,,,,,https://www.t-mobile.com/stores/bd/t-mobile-new-york-ny-10036-4056,,,,,,Broadway,1535,10036,retail,retail,secondary,1.0,4350.0,120.8,419.2,302.6,40.1,1.0,0.0,
1273406878,node,40.7590118,-73.9844836,53.4,tourism,hotel,Tempo by Hilton New York Times Square,Tempo,,,,,hotel,,,,+1-212-262-8100,https://www.hilton.com/en/hotels/nyctepo-tempo-new-york-times-square/,,,,,,Broadway,1568,10036,hospitality,hospitality,residential,1.0,21758.0,42.9,385.6,328.4,62.5,0.1339643371252371,0.0,
13270526606,node,40.7593685,-73.9853155,55.2,amenity,restaurant,Dos Caminos,,,restaurant,,,,,mexican,,,,,,,,,,,,food_drink,food_drink,residential,1.0,1503.0,64.7,459.5,319.6,28.3,1.0,0.0,
12917522702,node,40.7584069,-73.9849369,56.5,shop,gift,,,gift,,,,,,,,,,,,,,,,,,retail,retail,secondary,1.0,2090.0,114.6,359.0,263.2,43.0,1.0,0.0,
11904533394,node,40.7585627,-73.9856354,58.7,shop,cosmetics,Sephora,Sephora,cosmetics,,,,,,,,,,,,,,,Broadway,1535,10036,retail,retail,secondary,1.0,4350.0,130.2,414.4,293.3,46.7,1.0,0.0,
2774949518,node,40.7582885,-73.9849989,68.5,shop,gift,Disney Store,Disney Store,gift,,,,,,,,,https://www.disneystore.com/,,,,,,Broadway,1540,10036,retail,retail,secondary,5.0,2090.0,128.7,353.9,250.9,53.8,1.0,0.0,
11904533393,node,40.7584618,-73.9856847,69.3,shop,watches,Invicta,,watches,,,,,,,,,,,,,,,Broadway,1535,10036,retail,retail,secondary,1.0,74287.0,141.2,410.5,284.0,56.2,0.0527141542635053,0.0,
6418252593,node,40.7594748,-73.9847715,69.6,amenity,restaurant,Olive Garden,Olive Garden,,restaurant,,,,,italian,,,,,,,,,,,,food_drink,food_drink,residential,2.0,13899.0,20.9,441.8,350.9,23.3,0.1189765607274377,0.0,
258619232,way,40.7593907,-73.9856571,72.0,tourism,hotel,W Times Square Hotel,W Hotels,,,,,hotel,,,,,,,,,,,,,,hospitality,hospitality,residential,1.0,11293.0,93.4,480.0,295.6,53.7,0.040357496826694,0.0,
266149327,way,40.7591832,-73.9858937,73.9,amenity,theatre,Lunt-Fontanne Theatre,,,theatre,,,,,,,,http://luntfontannetheatre.com/,,,,,,West 46th Street,205,10036,leisure_entertainment,leisure_entertainment,secondary,1.0,13957.0,115.8,477.0,296.9,78.6,1.0,0.0,
12244426994,node,40.7585073,-73.9858673,78.0,amenity,restaurant,Revel & Rye,,,restaurant,,,,,,,+1-212-704-8833,https://www.revelandrye.com/,,,,,7,Broadway,1535,11102,food_drink,food_drink,secondary,1.0,74287.0,148.6,425.7,294.3,66.9,0.0527141542635053,0.0,
6596037385,node,40.7592676,-73.984303,78.6,shop,confectionery,Hershey's Chocolate World,Hershey's,confectionery,,,,,,,,,,,,,,,,,,food_drink,food_drink,residential,1.0,16066.0,25.0,401.3,357.3,68.1,0.208179222633184,0.0,
11904533392,node,40.7583484,-73.9857286,81.0,shop,clothes,Levi's,Levi's,clothes,,,,,,,,,,,,,,,Broadway,1535,10036,retail,retail,secondary,1.0,74287.0,153.1,405.7,273.5,67.1,0.0527141542635053,0.0,
5985838985,node,40.7596521,-73.9852254,84.3,amenity,cafe,Starbucks,Starbucks,,cafe,,,,,coffee_shop,Mo-Th 05:30-00:00; Fr-Sa 05:30-02:00; Su 05:30-01:00,+1 212-541-7515,https://www.starbucks.com/store-locator/store/1005509/47th-broadway-1585-broadway-new-york-ny-100368200-us,,,yes,,,Broadway,1585,10036,food_drink,food_drink,living_street,1.0,11293.0,63.9,479.9,308.0,21.6,0.040357496826694,0.0,
6308385086,node,40.7595892,-73.9846122,87.0,shop,clothes,Lids,Lids,clothes,,,,,,,,,,,,,,,,,,retail,retail,secondary,3.0,13899.0,22.3,445.4,356.2,37.1,0.1189765607274377,0.0,
266149308,way,40.7594728,-73.9858534,89.9,tourism,hotel,Cambria Hotel,Cambria Hotel,,,,,hotel,,,,,,,,,,,West 47th Street,224,10036,hospitality,hospitality,residential,1.0,3300.0,110.3,486.9,277.1,68.5,1.0,0.0,
11904533390,node,40.7580901,-73.9851597,90.2,shop,clothes,U.S. Polo Assn.,U.S. Polo Assn.,clothes,,,,,,,,,,,,,,,Broadway,1540,10036,retail,retail,secondary,5.0,38700.0,153.9,350.2,231.8,74.4,1.0,0.0,
12175585351,node,40.7589043,-73.9861848,91.4,amenity,theatre,Marquis Theatre,,,theatre,,,,,,,,https://broadwaydirect.com/theatre/marquis-theatre/,yes,,,,,West 46th Street,210,10036,leisure_entertainment,leisure_entertainment,secondary,1.0,74287.0,148.3,465.8,304.9,89.0,0.0527141542635053,0.0,
11904533391,node,40.7582271,-73.9857669,93.6,shop,watches,Swatch,Swatch,watches,,,,,,,,,,,,,,,Broadway,1535,10036,retail,retail,secondary,1.0,74287.0,165.5,400.4,262.3,79.0,0.0527141542635053,0.0,
5083429924,node,40.7596799,-73.9845482,98.4,shop,ticket,Big bus welcome center,,ticket,,,,,,,Mo-Su 08:00-18:00,,,,,,,,7th Avenue,712,10036,retail,retail,secondary,3.0,13899.0,31.7,451.3,356.3,44.6,0.1189765607274377,0.0,
10861612276,node,40.7584383,-73.9840932,99.1,shop,jewelry,Top Quality Setting,,jewelry,,,,,,,Mo-We 10:00-18:00; Th 10:30-19:00; Fr 10:30-18:30; Sa off; Su off,+1-212-753-6966,https://topqualitysetting.com,,,,,,West 46th Street,151,10036,retail,retail,secondary,1.0,5025.0,113.0,314.6,267.2,95.6,1.0,0.0,
2689589693,node,40.7583345,-73.9841851,99.5,amenity,restaurant,Havana Central,,,restaurant,,,,,,,,https://havanacentral.com/,,,,,,West 46th Street,151,,food_drink,food_drink,secondary,1.0,5025.0,121.8,310.2,254.8,93.7,1.0,0.0,
12237980160,node,40.7583401,-73.9860225,99.6,amenity,ice_cream,Anita Gelato,,,ice_cream,,,,,,,,https://anita-gelato.com,,,,,,West 45th Street,207,10036,food_drink,food_drink,secondary,1.0,74287.0,170.8,425.3,282.7,87.3,0.0527141542635053,0.0,
2639531871,node,40.7597371,-73.9845837,102.7,tourism,hotel,Renaissance New York Times Square Hotel,Renaissance,,,,,hotel,,,,,,,,,,,,,,hospitality,hospitality,residential,3.0,13899.0,38.2,458.3,350.8,37.7,0.1189765607274377,0.0,
163474780,way,40.7585993,-73.9862598,103.2,tourism,hotel,New York Marriott Marquis,Marirott,,,,,hotel,,,24/7,,https://www.marriott.com/hotels/travel/nycmq-new-york-marriott-marquis/,yes,,,,,Broadway,1535,,hospitality,hospitality,secondary,1.0,74287.0,169.2,454.9,317.4,95.5,0.0527141542635053,0.0,
4755575515,node,40.7579715,-73.9852247,103.8,shop,optician,Sunglass Hut,Sunglass Hut,optician,,,,,,,,,,,,,,,,,,health,health,secondary,1.0,38700.0,168.2,346.7,220.3,87.9,1.0,0.0,
5884955676,node,40.7595077,-73.9841594,104.1,amenity,theatre,LOL Times Square Comedy Club,,,theatre,,,,,,,+1 212-643-6557,http://loltimessquare.com,,,,,,7th Avenue,711,10036,leisure_entertainment,leisure_entertainment,secondary,3.0,1975.0,35.0,418.8,384.8,74.4,1.0,0.0,
2676979135,node,40.7592344,-73.9863162,109.0,amenity,restaurant,Bond 45,,,restaurant,,,,,italian,,,https://www.bond45ny.com,,,,,,West 46th Street,221,10036,food_drink,food_drink,secondary,1.0,5020.0,150.0,462.7,269.1,111.8,,,
2722857800,node,40.75965,-73.985965,110.7,amenity,restaurant,Friedman's,,,restaurant,,,,,,,,,,,,,,West 47th Street,228,10036,food_drink,food_drink,residential,1.0,3300.0,122.7,466.0,257.3,79.1,1.0,0.0,
4385240481,node,40.758744,-73.986415,112.1,amenity,restaurant,The View Restaurant & Lounge,,,restaurant,,,,,american,,+1 212 704 8900,https://www.theviewnyc.com/,,,,,47,Broadway,1535,,food_drink,food_drink,secondary,1.0,74287.0,159.9,443.9,308.8,106.9,0.0527141542635053,0.0,
13730649404,node,40.7581141,-73.9841954,115.9,amenity,atm,,,,atm,,,,,,,,,,,,,,,,,finance,finance,secondary,1.0,3013.0,145.4,292.2,230.3,107.5,1.0,0.0,
12917522703,node,40.7580768,-73.9842248,117.5,amenity,restaurant,Le Marais,,,restaurant,,,,,steak_house,,,,,,,,,,,,food_drink,food_drink,secondary,1.0,3013.0,149.0,290.8,225.9,108.6,1.0,0.0,
13730649403,node,40.7580884,-73.984193,118.2,amenity,restaurant,Val Pizza,,,restaurant,,,,,pizza,,,,,,,,,,,,food_drink,food_drink,secondary,1.0,3013.0,148.3,289.9,227.5,109.6,1.0,0.0,
1317983503,way,40.7593769,-73.9863656,119.1,tourism,hotel,SpringHill Suites,SpringHill Suites,,,,,hotel,,,,,https://www.marriott.com/en-us/hotels/nycwf-springhill-suites-new-york-manhattan-times-square/overview/,,,,,,West 46th Street,223,,hospitality,hospitality,secondary,1.0,5020.0,149.9,463.0,254.3,112.6,,,
5884922536,node,40.7599806,-73.9850423,120.3,shop,watches,Fossil,Fossil,watches,,,,,,,"Mo-Th, Su 09:00-24:00; Fr, Sa 09:00-01:00",+1 212-445-1021,https://stores.fossil.com/ny/new-york/times-square-8289/,,,,,,Broadway,1585,10036,retail,retail,living_street,1.0,50657.0,77.3,499.1,304.4,15.5,1.0,0.0,
266170755,way,40.7578829,-73.984494,124.1,amenity,theatre,Lyceum Theatre,,,theatre,,,,,,,,,,,,,,West 45th Street,149,10036,leisure_entertainment,leisure_entertainment,secondary,1.0,10125.0,168.2,292.2,202.8,111.9,1.0,0.0,
12917522704,node,40.7580366,-73.9841496,125.0,shop,convenience,Abbondanza Cafe,,convenience,,,,,,,,,,,,,,,,,,retail,retail,secondary,1.0,1506.0,154.7,283.2,222.3,116.2,0.4,0.6,
266170542,way,40.7585629,-73.9836775,125.5,amenity,restaurant,Dervish,,,restaurant,,,,,mediterranean,,,https://www.dervishrestaurant.com/,,,,,,West 47th Street,146,10036,food_drink,food_drink,residential,1.0,1883.0,118.0,307.1,287.7,125.6,1.0,0.0,
12246616257,node,40.7585572,-73.9865632,129.0,amenity,cafe,Starbucks,Starbucks,,cafe,,,,,coffee_shop,,,,,,yes,,,,,,food_drink,food_drink,secondary,1.0,74287.0,158.9,429.0,320.7,121.5,0.0527141542635053,0.0,
7172247185,node,40.7580118,-73.9841151,129.0,amenity,pub,Mc Carthy's,,,pub,,,,,burger;irish;american,,,,,,,,,,,,food_drink,food_drink,secondary,1.0,1506.0,158.0,279.2,220.1,120.2,0.8,0.2,
2717293852,node,40.7597407,-73.9861863,130.8,amenity,bar,Rum House,,,bar,,,,,,,,,,,,,,West 47th Street,228,10036,food_drink,food_drink,residential,1.0,29500.0,143.3,446.0,236.5,99.5,,,
10960870136,node,40.7577347,-73.985331,131.0,amenity,fast_food,McDonald's,McDonald's,,fast_food,,,,,burger,24/7,+1 917-409-5946,https://www.mcdonalds.com/us/en-us/location/39147.html,yes,no,yes,yes,,Broadway,1528,10036,food_drink,food_drink,secondary,1.0,44475.0,196.0,339.8,197.9,115.0,1.0,0.0,
1752822408,node,40.758063,-73.9862053,131.6,amenity,theatre,Minskoff Theatre,,,theatre,,,,,,,,http://minskofftheatre.com/,,,,,,Broadway,1515,,leisure_entertainment,leisure_entertainment,secondary,1.0,65764.0,203.5,421.8,263.3,118.1,1.0,0.0,
12917522705,node,40.7580046,-73.984058,132.7,amenity,restaurant,Prime Catch,,,restaurant,,,,,steak_house;pasta,,,,,,,,,,,,food_drink,food_drink,secondary,1.0,1506.0,160.0,275.4,220.1,124.3,0.4291845493562232,0.5708154506437768,
143858914,way,40.7596402,-73.9863369,132.8,tourism,hotel,The Hotel Edison NYC,,,,,,hotel,,,,,https://www.edisonhotelnyc.com/,,,,,,West 47th Street,228,10036,hospitality,hospitality,residential,1.0,29500.0,153.2,446.0,234.6,109.9,,,
10828709898,node,40.7578595,-73.9859259,135.0,shop,gift,LINE FRIENDS,LINE FRIENDS,gift,,,,,,,,,,,,,,,Broadway,1515,10036,retail,retail,secondary,1.0,65764.0,206.4,390.1,231.8,119.7,1.0,0.0,
13730649402,node,40.7580044,-73.9840133,135.3,shop,hairdresser,Walk-Ins,,hairdresser,,,,,,,,,,,,,,,,,,personal_care,personal_care,secondary,1.0,1506.0,161.0,272.8,220.8,127.1,0.4,0.6,
12917522706,node,40.757981,-73.9840072,137.5,amenity,restaurant,Silky Kitchen,,,restaurant,,,,,chinese,Mo-Fr 11:00-20:45,,,,,,,,,,,food_drink,food_drink,secondary,1.0,1506.0,163.6,270.6,218.4,129.2,0.4,0.6,
12488728940,node,40.7576687,-73.9853889,139.1,amenity,fast_food,Popeyes,Popeyes,,fast_food,,,,,chicken,,,,,,yes,,,,,,food_drink,food_drink,secondary,1.0,44475.0,204.6,340.3,192.7,123.0,1.0,0.0,
266149330,way,40.7590388,-73.9867431,139.2,amenity,theatre,Richard Rodgers Theatre,,,theatre,,,,,,,,,,,,,,West 46th Street,226,10036,leisure_entertainment,leisure_entertainment,secondary,1.0,11296.0,122.6,422.6,266.5,138.0,1.0,0.0,
12495990801,node,40.75891,-73.9833914,143.9,tourism,hotel,Motto by Hilton Times Square,Motto,,,,,hotel,,,,,,,,,,,,,,hospitality,hospitality,residential,1.0,12050.0,111.3,331.1,331.4,98.6,0.0763124283774301,0.0,
12715466601,node,40.7589115,-73.9833905,144.0,tourism,hotel,MOTTO BY HILTON TIMES SQUARE,Motto,,,,,hotel,,,,,,,,,,,West 47th Street,145,,hospitality,hospitality,residential,1.0,12050.0,111.3,331.2,331.6,98.5,0.0763124283774301,0.0,
266170769,way,40.7589411,-73.9833872,144.3,tourism,hotel,Hotel Riu Plaza Manhattan Times Square,RIU,,,,,hotel,,,24/7,+1 212-706-3170,https://www.riu.com/en/hotel/united-states/new-york/hotel-riu-plaza-manhattan-times-square,yes,,,,,West 47th Street,145,10036,hospitality,hospitality,residential,1.0,12050.0,110.0,334.2,334.8,95.3,0.0763124283774301,0.0,
2678783480,node,40.7600914,-73.9844166,144.4,shop,confectionery,M&M'S World,,confectionery,,,,,,,Mo-Th 10:00-22:00; Fr-Su 09:00-22:00,,https://www.mmsworld.com/,yes,,,,,,,,food_drink,food_drink,residential,3.0,12550.0,65.2,486.5,348.8,38.6,0.1791508694971016,0.8208491305028983,
5528676228,node,40.7579702,-73.9838946,144.9,amenity,cafe,Margon Restaurant,,,cafe,,,,,cuban,,,,,,,,0,West 46th Street,136,,food_drink,food_drink,secondary,1.0,1506.0,160.3,263.4,219.3,137.2,1.0,0.0,
10793579016,node,40.7598702,-73.9839265,146.3,shop,gift,NYC Mega Mart,,gift,,,,,,,Mo-Su 08:00-02:00,,https://nycmegamart.wixsite.com/website,,,,,,,,,retail,retail,residential,1.0,3355.0,74.4,447.0,396.0,80.1,1.0,0.0,
10960870137,node,40.7575871,-73.9854097,148.3,shop,gift,I Love NY Gifts,,gift,,,,,,,,,,,,,,,Broadway,,10036,retail,retail,secondary,1.0,44475.0,212.4,337.5,185.0,132.2,1.0,0.0,
763650163,node,40.7582151,-73.9866267,149.4,amenity,restaurant,Junior's,,,restaurant,,,,,,"Mo-Th, Su 06:30-00:00; Fr, Sa 06:30-01:00",+1 212-302-2000,https://www.juniorscheesecake.com/blog/restaurants/times-square/,,yes,,,,Broadway,1515,10019,food_drink,food_drink,secondary,1.0,65764.0,171.6,421.7,297.3,138.6,1.0,0.0,
10559992345,node,40.7597577,-73.9837192,150.4,amenity,restaurant,Little Italy Pizza,,,restaurant,,,,,pizza,,+1-646-360-2346,,,sidewalk,yes,yes,,West 48th Street,167,10036,food_drink,food_drink,residential,1.0,839.0,80.6,428.8,416.7,67.5,1.0,0.0,
5401978034,node,40.7597315,-73.983665,152.2,shop,gift,Times Square Gift Shop,,gift,,,,,,,,,,,,,,,,,,retail,retail,residential,1.0,839.0,83.2,424.5,414.9,62.8,1.0,0.0,
2717542944,node,40.7599243,-73.983887,153.0,shop,tobacco,7th Ave Smoke Shop,,tobacco,,,,,,,,,,,,,,,,,,retail,retail,secondary,3.0,3355.0,77.2,451.3,397.1,82.5,1.0,0.0,
266170759,way,40.7578443,-73.9839258,153.5,amenity,restaurant,Amor Loco,,,restaurant,,,,,mexican,,,,,,,,,West 46th Street,134,10036,food_drink,food_drink,secondary,1.0,1506.0,155.6,254.7,205.1,144.6,0.4195804195804196,0.5804195804195804,
12488728935,node,40.7577063,-73.9860384,154.5,shop,watches,Tissot,Tissot,watches,,,,,,,,,,,,,,,,,,retail,retail,secondary,4.0,65764.0,192.0,390.7,222.4,139.2,1.0,0.0,
12750167119,node,40.75971,-73.9836,155.2,shop,convenience,TSQ Food Court,,convenience,,,,,,,,+1-212-933-0966,,,,,,,West 48th Street,163,10036,retail,retail,residential,1.0,3420.0,87.2,420.3,413.6,57.3,1.0,0.0,
10793579017,node,40.7598021,-73.9836881,155.6,amenity,fortune_teller,Sarah's Visions,,,fortune_teller,,,,,,,+1-732-242-2821,,,,,,1,,,,leisure_entertainment,leisure_entertainment,residential,1.0,839.0,85.4,432.5,417.4,65.3,1.0,0.0,
10791218141,node,40.7603024,-73.9849637,156.4,amenity,fast_food,Krispy Kreme,Krispy Kreme,,fast_food,,,,,donut,,,,yes,,yes,,,,,,food_drink,food_drink,residential,2.0,35275.0,84.1,483.6,297.7,34.3,0.3293236756802917,0.0,
12968777478,node,40.7574988,-73.9848314,157.4,amenity,pharmacy,Duane Reade,Duane Reade,,pharmacy,,,,,,24/7,+1 718-312-6986,https://www.walgreens.com/locator/walgreens-158+w.+45th+st.-new+york-ny-10036/id=21263,,,,,,West 45th Street,158,10036,health,health,secondary,1.0,44475.0,212.2,290.2,162.0,142.7,1.0,0.0,
7747395789,node,40.7592445,-73.9869234,158.3,tourism,hotel,Paramount Hotel,,,,,,hotel,,,,,,,,,,,,,,hospitality,hospitality,secondary,1.0,11296.0,103.3,413.8,239.1,159.1,1.0,0.0,
12917522000,node,40.7575933,-73.9843375,158.9,tourism,museum,Museum of Broadway,,,,,,museum,,,,,,,,,,,,,,leisure_entertainment,leisure_entertainment,secondary,1.0,6886.0,176.1,261.6,171.4,146.5,1.0,0.0,
10793579018,node,40.7598393,-73.9836621,159.9,shop,tattoo,Art Ink Tattoo,,tattoo,,,,,,,Mo-Su 12:00-24:00,+1-917-261-5017,https://artinktattoostudio.com,,,,,2,,,,personal_care,personal_care,residential,1.0,839.0,89.5,435.6,418.1,63.9,1.0,0.0,
4483086991,node,40.7594345,-73.9868675,160.3,amenity,fast_food,Patzeria Perfect Pizza Pasta & Grill,,,fast_food,,,,,pizza,,+1-212-575-7646,https://www.patzeriaperfectpizzanewyork.com/,,,yes,yes,,West 46th Street,231,,food_drink,food_drink,secondary,1.0,7531.0,108.1,424.7,223.6,154.0,1.0,0.0,
266149297,way,40.760107,-73.9861446,160.5,amenity,theatre,Barrymore Theatre,,,theatre,,,,,,,,,yes,,,,,West 47th Street,243,10036,leisure_entertainment,leisure_entertainment,residential,1.0,10050.0,140.8,419.3,215.5,108.7,1.0,0.0,
2717543572,node,40.7599891,-73.9838395,161.0,amenity,stripclub,Platinum Dolls,,,stripclub,,,,,,"Mo 19:00-04:00, Tu-Fr 12:00-04:00, Sa-Su 19:00-04:00",+1-212-764-6969,https://platinumdollsnyc.com,,,,,,,,,leisure_entertainment,leisure_entertainment,secondary,3.0,2500.0,71.1,456.5,398.5,83.0,0.8090909090909091,0.1909090909090909,
6285668319,node,40.7584918,-73.983254,162.0,amenity,restaurant,Sushi By Bou,,,restaurant,,,,,sushi,Mo-Fr 09:00-18:00,+1-917-348-5737,https://www.sushibybou.com,,,,,,W 47th St,132,10036,food_drink,food_drink,residential,1.0,3766.0,122.9,283.8,291.4,139.7,0.0615637860082304,0.0,
13124095520,node,40.757465,-73.9847632,162.1,shop,bakery,I'm donut ?,,bakery,,,,,,doughnut,10:00-22:00,,https://imdonut.nyc,,,,,,West 45th Street,154,,food_drink,food_drink,secondary,1.0,16820.0,207.6,283.3,157.5,147.5,0.0042056421284574,0.0,
4243439483,node,40.7583844,-73.9832932,162.6,amenity,bar,Haven Rooftop Bar,,,bar,,,,,,,,,,,,,,,,,food_drink,food_drink,residential,1.0,3766.0,120.4,274.4,279.1,152.0,0.0615637860082304,0.0,
