cell_id,road_density_primary
r0032_c0073,9.25
r0032_c0074,0.0
r0032_c0075,0.0
r0032_c0077,0.0
r0033_c0056,0.0
r0033_c0057,0.0
r0033_c0058,0.0
r0033_c0059,0.0
r0033_c0060,1.8
r0033_c0061,0.0
r0033_c0062,0.0
r0033_c0064,0.0
r0033_c0065,0.0
r0033_c0066,0.0
r0033_c0067,0.0
r0033_c0068,0.0
r0033_c0074,0.0
r0033_c0075,0.0
r0033_c0076,0.0
r0033_c0077,0.0
r0033_c0078,0.0
r0033_c0079,0.0
r0034_c0056,0.0
r0034_c0057,0.0
r0034_c0058,0.0
r0034_c0059,0.0
r0034_c0060,0.0
r0034_c0061,0.0
r0034_c0062,0.0
r0034_c0063,0.0
r0034_c0065,0.0
r0034_c0066,0.0
r0034_c0067,0.0
r0034_c0070,2.49
r0034_c0074,0.0
r0034_c0075,0.0
r0034_c0076,0.0
r0034_c0078,0.0
r0034_c0079,0.0
r0035_c0056,0.0
r0035_c0057,0.0
r0035_c0058,0.0
r0035_c0059,0.0
r0035_c0060,0.0
r0035_c0061,30.15
r0035_c0062,0.0
r0035_c0063,13.98
r0035_c0065,0.0
r0035_c0066,0.0
r0035_c0067,0.0
r0035_c0070,0.0
r0036_c0056,0.0
r0036_c0057,0.0
r0036_c0058,0.0
r0036_c0059,0.0
r0036_c0060,0.0
r0036_c0061,0.0
r0036_c0062,0.0
r0036_c0063,8.11
r0036_c0064,26.04
r0036_c0065,8.2
r0036_c0066,0.0
r0036_c0067,0.0
r0036_c0070,0.0
r0036_c0071,0.0
r0036_c0072,0.0
r0036_c0073,0.0
r0036_c0074,0.0
r0036_c0075,0.0
r0036_c0077,0.0
r0037_c0056,0.0
r0037_c0057,0.0
r0037_c0058,0.0
r0037_c0059,0.0
r0037_c0060,0.0
r0037_c0061,0.0
r0037_c0062,8.56
r0037_c0063,4.6
r0037_c0064,1.84
r0037_c0066,7.21
r0037_c0067,8.58
r0037_c0069,17.06
r0037_c0070,0.0
r0037_c0071,0.0
r0037_c0072,0.0
r0037_c0073,0.0
r0037_c0074,0.0
r0037_c0075,0.0
r0037_c0076,0.0
r0037_c0077,0.0
r0037_c0082,0.0
r0038_c0057,0.0
r0038_c0058,0.0
r0038_c0059,0.0
r0038_c0060,0.0
r0038_c0061,0.0
r0038_c0062,0.0
r0038_c0063,0.0
r0038_c0064,7.65
r0038_c0066,0.0
r0038_c0067,0.0
r0038_c0068,15.28
r0038_c0069,0.0
r0038_c0070,11.72
r0038_c0071,7.76
r0038_c0072,0.0
r0038_c0073,0.0
r0038_c0074,0.0
r0038_c0075,0.0
r0038_c0076,0.0
r0038_c0077,0.0
r0038_c0078,0.0
r0038_c0079,0.0
r0038_c0080,0.0
r0039_c0057,0.0
r0039_c0058,0.0
r0039_c0059,0.0
r0039_c0060,0.0
r0039_c0061,0.0
r0039_c0062,0.0
r0039_c0063,0.0
r0039_c0064,28.25
r0039_c0067,14.52
r0039_c0068,0.0
r0039_c0069,0.0
r0039_c0070,0.0
r0039_c0071,0.0
r0039_c0072,11.08
r0039_c0073,1.75
r0039_c0075,0.0
r0039_c0076,0.0
r0039_c0077,0.0
r0039_c0078,0.0
r0039_c0079,11.86
r0039_c0082,0.0
r0039_c0083,14.46
r0039_c0084,0.0
r0039_c0085,0.0
r0040_c0057,0.0
r0040_c0058,9.07
r0040_c0059,0.0
r0040_c0060,0.0
r0040_c0061,0.0
r0040_c0062,0.0
r0040_c0063,0.0
r0040_c0064,12.72
r0040_c0067,0.0
r0040_c0068,0.0
r0040_c0069,0.0
r0040_c0070,0.0
r0040_c0071,0.0
r0040_c0073,13.09
r0040_c0074,0.0
r0040_c0075,8.43
r0040_c0077,14.56
r0040_c0080,0.0
r0040_c0082,0.0
r0040_c0083,0.0
r0040_c0084,0.0
r0040_c0085,0.0
r0041_c0057,0.0
r0041_c0058,0.0
r0041_c0059,0.0
r0041_c0060,0.0
r0041_c0061,0.0
r0041_c0062,0.0
r0041_c0063,0.0
r0041_c0064,10.74
r0041_c0066,0.0
r0041_c0068,0.0
r0041_c0069,0.0
r0041_c0070,0.0
r0041_c0072,17.78
r0041_c0073,4.21
r0041_c0074,10.63
r0041_c0075,7.83
r0041_c0076,2.08
r0041_c0077,0.0
r0041_c0078,0.0
r0041_c0080,0.0
r0041_c0082,0.0
r0041_c0083,10.68
r0041_c0084,0.0
r0041_c0085,0.0
r0041_c0086,0.0
r0041_c0087,0.0
r0042_c0058,0.0
r0042_c0059,0.0
r0042_c0060,0.0
r0042_c0061,0.0
r0042_c0062,20.19
r0042_c0063,20.2
r0042_c0064,0.0
r0042_c0066,0.0
r0042_c0067,0.0
r0042_c0068,0.0
r0042_c0069,38.9
r0042_c0070,0.0
r0042_c0071,4.39
r0042_c0072,2.35
r0042_c0073,4.33
r0042_c0074,0.0
r0042_c0075,0.0
r0042_c0076,6.56
r0042_c0077,0.0
r0042_c0078,0.0
r0042_c0079,0.0
r0042_c0080,0.0
r0042_c0081,0.0
r0042_c0082,6.16
r0042_c0083,3.64
r0042_c0084,0.0
r0042_c0085,0.0
r0042_c0087,0.0
r0042_c0088,0.0
r0043_c0058,33.28
r0043_c0059,6.47
r0043_c0060,10.38
r0043_c0061,15.71
r0043_c0062,0.0
r0043_c0063,0.0
r0043_c0064,0.0
r0043_c0066,0.0
r0043_c0067,0.0
r0043_c0069,0.0
r0043_c0070,0.0
r0043_c0071,0.0
r0043_c0072,18.09
r0043_c0073,0.0
r0043_c0074,0.0
r0043_c0075,0.0
r0043_c0076,0.0
r0043_c0077,0.0
r0043_c0078,20.97
r0043_c0079,0.0
r0043_c0080,0.0
r0043_c0081,9.62
r0043_c0082,14.05
r0043_c0083,0.0
r0043_c0084,20.85
r0043_c0085,0.0
r0044_c0059,0.0
r0044_c0060,8.02
r0044_c0061,17.98
r0044_c0062,6.17
r0044_c0063,0.0
r0044_c0066,0.0
r0044_c0068,0.0
r0044_c0069,0.0
r0044_c0070,0.0
r0044_c0071,0.0
r0044_c0072,0.0
r0044_c0073,6.97
r0044_c0074,0.0
r0044_c0075,0.0
r0044_c0076,0.0
r0044_c0078,0.0
r0044_c0080,10.51
r0044_c0081,17.69
r0044_c0082,0.0
r0044_c0083,0.0
r0044_c0084,0.0
r0044_c0085,0.0
r0044_c0087,0.0
r0044_c0088,8.9
r0044_c0089,0.0
r0044_c0090,0.0
r0045_c0059,5.85
r0045_c0063,0.0
r0045_c0064,0.0
r0045_c0067,0.0
r0045_c0068,0.0
r0045_c0069,0.0
r0045_c0070,0.0
r0045_c0071,16.44
r0045_c0072,0.0
r0045_c0073,0.0
r0045_c0074,13.01
r0045_c0075,0.0
r0045_c0077,0.0
r0045_c0078,0.0
r0045_c0079,0.0
r0045_c0080,0.0
r0045_c0081,0.0
r0045_c0082,22.19
r0045_c0083,0.98
r0045_c0084,2.94
r0045_c0085,0.0
r0045_c0086,0.0
r0045_c0087,0.0
r0045_c0089,0.0
r0045_c0090,0.0
r0046_c0061,7.66
r0046_c0062,0.0
r0046_c0065,0.0
r0046_c0066,0.0
r0046_c0067,0.0
r0046_c0068,0.0
r0046_c0069,0.0
r0046_c0070,0.0
r0046_c0071,17.06
r0046_c0073,0.0
r0046_c0074,0.0
r0046_c0077,18.28
r0046_c0078,0.0
r0046_c0080,10.25
r0046_c0081,2.16
r0046_c0084,0.0
r0046_c0085,0.0
r0046_c0086,0.0
r0046_c0088,3.89
r0046_c0089,0.0
r0046_c0090,0.0
r0046_c0091,0.0
r0046_c0092,0.0
r0047_c0063,0.0
r0047_c0064,0.0
r0047_c0065,0.0
r0047_c0067,0.0
r0047_c0068,0.0
r0047_c0069,0.0
r0047_c0070,0.0
r0047_c0071,13.95
r0047_c0075,0.0
r0047_c0077,0.0
r0047_c0078,0.0
r0047_c0079,12.43
r0047_c0080,12.76
r0047_c0081,0.0
r0047_c0082,0.0
r0047_c0084,15.62
r0047_c0085,2.14
r0047_c0086,1.9
r0047_c0087,0.0
r0047_c0088,0.0
r0047_c0089,0.0
r0047_c0090,0.0
r0047_c0091,0.0
r0047_c0092,0.0
r0047_c0093,0.0
r0048_c0060,19.47
r0048_c0061,17.82
r0048_c0063,17.29
r0048_c0064,14.51
r0048_c0067,18.43
r0048_c0068,11.31
r0048_c0069,11.72
r0048_c0070,17.15
r0048_c0071,17.19
r0048_c0072,30.8
r0048_c0073,0.0
r0048_c0075,53.97
r0048_c0077,0.0
r0048_c0078,15.66
r0048_c0079,14.26
r0048_c0080,0.0
r0048_c0081,0.0
r0048_c0082,0.0
r0048_c0083,0.0
r0048_c0084,0.0
r0048_c0085,0.0
r0048_c0086,8.3
r0048_c0087,1.47
r0048_c0088,13.68
r0048_c0089,0.0
r0048_c0090,0.0
r0048_c0091,0.0
r0048_c0092,0.0
r0048_c0093,0.0
r0048_c0094,0.0
r0049_c0061,11.04
r0049_c0062,7.08
r0049_c0067,0.0
r0049_c0068,7.01
r0049_c0069,7.88
r0049_c0070,0.0
r0049_c0072,12.29
r0049_c0073,0.0
r0049_c0074,0.0
r0049_c0077,27.49
r0049_c0078,14.01
r0049_c0080,0.0
r0049_c0081,0.0
r0049_c0082,0.0
r0049_c0084,0.0
r0049_c0085,0.0
r0049_c0086,0.0
r0049_c0090,0.0
r0049_c0091,0.0
r0049_c0092,0.0
r0049_c0093,0.0
r0049_c0094,0.0
r0049_c0095,0.0
r0050_c0061,29.72
r0050_c0065,7.43
r0050_c0068,4.65
r0050_c0069,7.04
r0050_c0070,9.92
r0050_c0072,21.64
r0050_c0073,7.88
r0050_c0074,8.09
r0050_c0076,23.17
r0050_c0077,16.96
r0050_c0078,0.0
r0050_c0087,0.0
r0050_c0088,0.73
r0050_c0089,0.0
r0050_c0090,0.0
r0050_c0091,0.0
r0050_c0092,0.0
r0050_c0093,0.0
r0050_c0094,0.0
r0050_c0095,0.0
r0050_c0096,0.0
r0051_c0063,0.0
r0051_c0064,0.0
r0051_c0065,18.6
r0051_c0068,0.0
r0051_c0069,22.1
r0051_c0070,0.0
r0051_c0071,6.71
r0051_c0072,0.0
r0051_c0073,20.76
r0051_c0074,17.25
r0051_c0075,15.69
r0051_c0076,0.0
r0051_c0077,11.49
r0051_c0078,0.0
r0051_c0082,0.0
r0051_c0084,0.0
r0051_c0085,0.0
r0051_c0086,0.0
r0051_c0087,0.0
r0051_c0088,0.0
r0051_c0089,21.36
r0051_c0091,0.0
r0051_c0092,0.0
r0051_c0093,0.0
r0051_c0094,0.0
r0051_c0095,0.0
r0051_c0096,0.0
r0051_c0097,2.0
r0052_c0059,0.0
r0052_c0064,0.0
r0052_c0067,7.15
r0052_c0069,0.0
r0052_c0070,0.0
r0052_c0071,35.21
r0052_c0073,0.0
r0052_c0074,0.0
r0052_c0075,6.9
r0052_c0076,10.5
r0052_c0077,8.17
r0052_c0078,0.0
r0052_c0079,0.0
r0052_c0080,0.0
r0052_c0081,0.0
r0052_c0082,0.0
r0052_c0084,0.0
r0052_c0085,0.0
r0052_c0086,0.0
r0052_c0088,0.0
r0052_c0091,0.0
r0052_c0092,0.0
r0052_c0093,0.0
r0052_c0094,0.0
r0052_c0095,0.0
r0052_c0096,0.0
r0052_c0097,10.26
r0052_c0098,17.93
r0053_c0046,0.0
r0053_c0055,9.02
r0053_c0059,0.0
r0053_c0060,7.26
r0053_c0067,11.83
r0053_c0073,0.0
r0053_c0074,0.0
r0053_c0075,16.32
r0053_c0076,0.0
r0053_c0077,0.0
r0053_c0078,2.24
r0053_c0079,11.71
r0053_c0080,0.0
r0053_c0081,0.0
r0053_c0084,0.0
r0053_c0085,0.0
r0053_c0086,0.0
r0053_c0087,0.0
r0053_c0088,0.0
r0053_c0089,0.0
r0053_c0090,11.51
r0053_c0091,0.0
r0053_c0092,0.0
r0053_c0093,0.0
r0053_c0094,0.0
r0053_c0095,0.0
r0053_c0096,0.0
r0053_c0097,0.0
r0053_c0099,0.0
r0054_c0056,7.78
r0054_c0059,5.59
r0054_c0060,22.23
r0054_c0061,11.52
r0054_c0069,7.22
r0054_c0073,0.0
r0054_c0074,35.56
r0054_c0075,0.0
r0054_c0076,0.0
r0054_c0077,15.37
r0054_c0078,1.32
r0054_c0080,0.0
r0054_c0082,0.0
r0054_c0083,0.0
r0054_c0084,0.0
r0054_c0085,0.0
r0054_c0086,0.0
r0054_c0087,0.0
r0054_c0088,0.0
r0054_c0089,0.0
r0054_c0090,0.0
r0054_c0091,1.38
r0054_c0092,0.0
r0054_c0093,0.0
r0054_c0094,0.0
r0054_c0095,0.0
r0054_c0096,31.37
r0054_c0099,0.0
r0055_c0055,8.73
r0055_c0059,13.5
r0055_c0060,0.0
r0055_c0061,0.0
r0055_c0062,0.0
r0055_c0067,12.23
r0055_c0069,0.0
r0055_c0070,0.0
r0055_c0074,20.76
r0055_c0076,10.89
r0055_c0077,9.77
r0055_c0078,0.0
r0055_c0079,14.93
r0055_c0080,0.0
r0055_c0082,0.0
r0055_c0083,0.0
r0055_c0084,0.0
r0055_c0086,0.0
r0055_c0087,0.0
r0055_c0088,0.0
r0055_c0089,0.0
r0055_c0090,0.0
r0055_c0091,41.21
r0055_c0092,0.0
r0055_c0093,0.0
r0055_c0094,0.0
r0055_c0096,0.0
r0055_c0098,0.0
r0055_c0099,0.0
r0055_c0100,32.55
r0055_c0101,0.0
r0056_c0059,5.73
r0056_c0060,6.66
r0056_c0061,3.65
r0056_c0062,10.09
r0056_c0072,12.66
r0056_c0074,24.08
r0056_c0076,11.16
r0056_c0077,16.8
r0056_c0078,6.72
r0056_c0080,4.02
r0056_c0081,12.25
r0056_c0082,11.95
r0056_c0083,1.98
r0056_c0084,0.0
r0056_c0085,0.0
r0056_c0091,0.0
r0056_c0093,8.08
r0056_c0096,0.0
r0056_c0099,0.0
r0056_c0100,0.0
r0056_c0101,0.0
r0056_c0102,0.0
r0057_c0055,0.0
r0057_c0059,0.0
r0057_c0060,0.0
r0057_c0061,0.0
r0057_c0062,9.25
r0057_c0064,9.96
r0057_c0074,8.9
r0057_c0077,3.74
r0057_c0078,0.0
r0057_c0079,8.11
r0057_c0080,8.4
r0057_c0081,18.37
r0057_c0082,5.15
r0057_c0083,14.51
r0057_c0084,3.46
r0057_c0085,0.0
r0057_c0086,0.0
r0057_c0087,0.0
r0057_c0088,0.0
r0057_c0089,0.0
r0057_c0090,0.0
r0057_c0091,0.0
r0057_c0094,15.67
r0057_c0095,9.55
r0057_c0096,0.0
r0057_c0099,0.0
r0057_c0100,0.0
r0057_c0101,6.39
r0057_c0102,6.16
r0058_c0054,0.0
r0058_c0055,0.0
r0058_c0059,0.0
r0058_c0060,0.0
r0058_c0061,0.0
r0058_c0063,9.29
r0058_c0077,6.38
r0058_c0078,9.32
r0058_c0079,26.38
r0058_c0080,10.07
r0058_c0081,9.6
r0058_c0082,0.0
r0058_c0083,29.42
r0058_c0084,0.0
r0058_c0085,0.0
r0058_c0086,45.85
r0058_c0087,0.0
r0058_c0088,10.6
r0058_c0089,9.82
r0058_c0090,19.95
r0058_c0091,0.0
r0058_c0092,29.78
r0058_c0093,24.76
r0058_c0094,46.77
r0058_c0095,8.04
r0058_c0096,4.01
r0058_c0097,28.49
r0058_c0099,3.69
r0058_c0100,34.24
r0058_c0101,2.89
r0058_c0102,22.56
r0058_c0103,7.7
r0058_c0104,34.9
r0059_c0059,8.18
r0059_c0060,3.53
r0059_c0061,3.92
r0059_c0062,13.2
r0059_c0063,17.83
r0059_c0065,17.29
r0059_c0080,0.0
r0059_c0081,16.02
r0059_c0082,10.17
r0059_c0083,1.81
r0059_c0084,0.0
r0059_c0085,0.0
r0059_c0086,0.0
r0059_c0087,0.0
r0059_c0088,0.0
r0059_c0089,0.0
r0059_c0091,0.0
r0059_c0092,0.0
r0059_c0094,0.0
r0059_c0095,0.0
r0059_c0096,0.0
r0059_c0097,0.0
r0059_c0098,0.0
r0059_c0100,0.0
r0059_c0101,21.98
r0059_c0102,0.0
r0059_c0103,0.0
r0059_c0104,0.0
r0059_c0105,0.0
r0060_c0053,23.27
r0060_c0054,10.05
r0060_c0059,22.48
r0060_c0060,0.0
r0060_c0061,0.0
r0060_c0062,0.0
r0060_c0063,0.0
r0060_c0066,9.15
r0060_c0074,0.0
r0060_c0080,16.85
r0060_c0081,10.25
r0060_c0082,4.46
r0060_c0083,0.0
r0060_c0084,0.0
r0060_c0085,0.0
r0060_c0086,0.0
r0060_c0087,0.0
r0060_c0088,0.0
r0060_c0089,0.0
r0060_c0090,0.0
r0060_c0091,0.0
r0060_c0092,0.0
r0060_c0093,0.0
r0060_c0094,17.08
r0060_c0095,0.0
r0060_c0096,0.0
r0060_c0097,0.0
r0060_c0098,0.0
r0060_c0099,0.0
r0060_c0100,0.0
r0060_c0104,1.32
r0060_c0105,0.0
r0060_c0106,0.0
r0061_c0052,21.11
r0061_c0053,24.62
r0061_c0054,8.14
r0061_c0059,24.85
r0061_c0060,22.46
r0061_c0062,4.95
r0061_c0063,9.15
r0061_c0066,9.59
r0061_c0067,20.03
r0061_c0068,4.88
r0061_c0069,0.0
r0061_c0071,0.0
r0061_c0072,0.0
r0061_c0073,0.0
r0061_c0074,0.0
r0061_c0076,0.0
r0061_c0081,0.0
r0061_c0082,0.0
r0061_c0083,0.0
r0061_c0084,0.0
r0061_c0088,0.0
r0061_c0089,0.0
r0061_c0090,0.0
r0061_c0091,0.0
r0061_c0092,0.0
r0061_c0093,0.0
r0061_c0097,24.98
r0061_c0098,0.0
r0061_c0105,0.0
r0061_c0106,0.0
r0062_c0041,15.26
r0062_c0051,12.58
r0062_c0052,13.08
r0062_c0053,9.08
r0062_c0058,19.42
r0062_c0059,10.81
r0062_c0060,7.26
r0062_c0062,13.75
r0062_c0063,11.62
r0062_c0065,0.0
r0062_c0066,0.0
r0062_c0067,0.0
r0062_c0068,7.85
r0062_c0069,8.88
r0062_c0071,0.0
r0062_c0072,0.0
r0062_c0073,0.0
r0062_c0074,34.16
r0062_c0075,0.0
r0062_c0077,6.56
r0062_c0082,0.0
r0062_c0087,0.0
r0062_c0088,0.0
r0062_c0089,0.0
r0062_c0090,0.0
r0062_c0091,18.18
r0062_c0092,16.98
r0062_c0093,12.65
r0062_c0094,20.11
r0062_c0095,17.55
r0062_c0096,2.74
r0062_c0097,0.0
r0062_c0105,0.0
r0062_c0106,0.0
r0063_c0052,9.09
r0063_c0053,18.5
r0063_c0061,36.53
r0063_c0062,0.67
r0063_c0063,0.0
r0063_c0065,49.57
r0063_c0066,0.0
r0063_c0067,28.49
r0063_c0068,13.42
r0063_c0069,32.14
r0063_c0071,12.77
r0063_c0074,0.0
r0063_c0077,11.24
r0063_c0079,0.0
r0063_c0087,5.05
r0063_c0088,17.06
r0063_c0089,18.59
r0063_c0090,8.75
r0063_c0091,0.0
r0063_c0092,0.0
r0063_c0093,0.0
r0063_c0094,8.14
r0063_c0098,0.0
r0063_c0104,0.0
r0063_c0105,13.66
r0063_c0106,0.0
r0063_c0107,0.0
r0063_c0108,7.3
r0063_c0109,0.0
r0064_c0051,4.78
r0064_c0056,26.74
r0064_c0057,15.33
r0064_c0058,12.57
r0064_c0061,24.38
r0064_c0065,0.0
r0064_c0066,0.0
r0064_c0067,0.0
r0064_c0068,0.0
r0064_c0069,0.0
r0064_c0070,0.0
r0064_c0071,0.0
r0064_c0073,7.47
r0064_c0077,0.0
r0064_c0078,6.23
r0064_c0079,20.23
r0064_c0088,0.0
r0064_c0089,0.0
r0064_c0090,0.0
r0064_c0093,0.0
r0064_c0098,0.0
r0064_c0102,0.0
r0064_c0103,0.0
r0064_c0104,9.73
r0064_c0105,21.96
r0064_c0106,10.39
r0064_c0107,18.36
r0064_c0108,18.39
r0064_c0109,14.36
r0064_c0110,2.12
r0065_c0051,13.64
r0065_c0052,16.67
r0065_c0055,10.58
r0065_c0057,28.37
r0065_c0060,9.96
r0065_c0061,27.25
r0065_c0067,7.48
r0065_c0069,8.72
r0065_c0070,8.58
r0065_c0071,5.95
r0065_c0073,4.48
r0065_c0075,39.2
r0065_c0076,15.18
r0065_c0077,15.35
r0065_c0078,16.38
r0065_c0079,3.79
r0065_c0083,0.0
r0065_c0084,0.0
r0065_c0089,0.0
r0065_c0090,0.0
r0065_c0091,0.0
r0065_c0092,0.0
r0065_c0101,0.0
r0065_c0102,14.62
r0065_c0103,10.27
r0065_c0104,0.0
r0065_c0105,0.0
r0065_c0106,0.0
r0065_c0107,0.0
r0065_c0108,0.0
r0065_c0109,7.61
r0065_c0110,0.0
r0066_c0047,15.35
r0066_c0048,6.73
r0066_c0049,22.33
r0066_c0050,45.36
r0066_c0051,19.95
r0066_c0054,0.0
r0066_c0055,15.58
r0066_c0058,20.38
r0066_c0060,0.0
r0066_c0061,14.98
r0066_c0062,11.06
r0066_c0063,0.0
r0066_c0065,11.39
r0066_c0066,0.0
r0066_c0067,9.32
r0066_c0068,0.0
r0066_c0069,9.51
r0066_c0070,0.0
r0066_c0071,0.0
r0066_c0072,6.95
r0066_c0074,12.2
r0066_c0075,0.0
r0066_c0076,10.18
r0066_c0077,10.13
r0066_c0078,13.17
r0066_c0079,0.0
r0066_c0081,0.0
r0066_c0082,0.0
r0066_c0083,0.0
r0066_c0084,0.0
r0066_c0090,0.0
r0066_c0091,0.0
r0066_c0092,0.0
r0066_c0101,0.0
r0066_c0102,0.0
r0066_c0103,0.0
r0066_c0104,0.0
r0066_c0105,18.24
r0066_c0106,0.0
r0066_c0108,0.0
r0066_c0109,0.0
r0066_c0110,0.0
r0066_c0111,0.0
r0066_c0112,0.0
r0067_c0048,8.96
r0067_c0049,15.52
r0067_c0053,11.93
r0067_c0054,15.57
r0067_c0056,18.34
r0067_c0058,13.11
r0067_c0059,17.08
r0067_c0060,8.18
r0067_c0061,28.83
r0067_c0062,4.54
r0067_c0063,6.22
r0067_c0065,6.77
r0067_c0067,4.94
r0067_c0068,11.49
r0067_c0069,7.54
r0067_c0070,8.56
r0067_c0071,6.15
r0067_c0072,5.28
r0067_c0074,0.0
r0067_c0075,0.0
r0067_c0076,34.34
r0067_c0077,0.0
r0067_c0078,4.6
r0067_c0079,0.0
r0067_c0081,0.0
r0067_c0082,0.0
r0067_c0083,0.0
r0067_c0084,0.0
r0067_c0087,0.0
r0067_c0090,0.0
r0067_c0091,0.0
r0067_c0101,23.26
r0067_c0103,0.0
r0067_c0104,28.67
r0067_c0105,5.95
r0067_c0106,0.0
r0067_c0107,0.0
r0067_c0108,0.0
r0067_c0109,21.1
r0067_c0110,0.0
r0067_c0111,35.67
r0067_c0113,0.0
r0068_c0052,13.22
r0068_c0053,10.69
r0068_c0054,11.93
r0068_c0055,14.84
r0068_c0056,7.94
r0068_c0057,0.0
